Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,18131.69921875,18215.150390625,18086.5,18197.44921875,18197.44921875,256100
2023-01-03,18163.19921875,18251.94921875,18149.80078125,18232.55078125,18232.55078125,208700
2023-01-04,18230.650390625,18243.0,18020.599609375,18042.94921875,18042.94921875,235200
2023-01-05,18101.94921875,18120.30078125,17892.599609375,17992.150390625,17992.150390625,269900
2023-01-06,18008.05078125,18047.400390625,17795.55078125,17859.44921875,17859.44921875,238200
2023-01-09,17952.55078125,18141.400390625,17936.150390625,18101.19921875,18101.19921875,257200
2023-01-10,18121.30078125,18127.599609375,17856.0,17914.150390625,17914.150390625,283300
2023-01-11,17924.25,17976.349609375,17824.349609375,17895.69921875,17895.69921875,259900
2023-01-12,17920.849609375,17945.80078125,17761.650390625,17858.19921875,17858.19921875,227800
2023-01-13,17867.5,17999.349609375,17774.25,17956.599609375,17956.599609375,256700
2023-01-16,18033.150390625,18049.650390625,17853.650390625,17894.849609375,17894.849609375,206200
2023-01-17,17922.80078125,18072.05078125,17886.94921875,18053.30078125,18053.30078125,219100
2023-01-18,18074.30078125,18183.75,18032.44921875,18165.349609375,18165.349609375,255800
2023-01-19,18119.80078125,18155.19921875,18063.75,18107.849609375,18107.849609375,237800
2023-01-20,18115.599609375,18145.44921875,18016.19921875,18027.650390625,18027.650390625,237200
2023-01-23,18118.44921875,18162.599609375,18063.44921875,18118.55078125,18118.55078125,202500
2023-01-24,18183.94921875,18201.25,18078.650390625,18118.30078125,18118.30078125,216900
2023-01-25,18093.349609375,18100.599609375,17846.150390625,17891.94921875,17891.94921875,257200
2023-01-27,17877.19921875,17884.75,17493.55078125,17604.349609375,17604.349609375,476300
2023-01-30,17541.94921875,17709.150390625,17405.55078125,17648.94921875,17648.94921875,432400
2023-01-31,17731.44921875,17735.69921875,17537.55078125,17662.150390625,17662.150390625,398300
2023-02-01,17811.599609375,17972.19921875,17353.400390625,17616.30078125,17616.30078125,512900
2023-02-02,17517.099609375,17653.900390625,17445.94921875,17610.400390625,17610.400390625,490100
2023-02-03,17721.75,17870.30078125,17584.19921875,17854.05078125,17854.05078125,424100
2023-02-06,17818.55078125,17823.69921875,17698.349609375,17764.599609375,17764.599609375,282500
2023-02-07,17790.099609375,17811.150390625,17652.55078125,17721.5,17721.5,354400
2023-02-08,17750.30078125,17898.69921875,17744.150390625,17871.69921875,17871.69921875,291000
2023-02-09,17885.5,17916.900390625,17779.80078125,17893.44921875,17893.44921875,260900
2023-02-10,17847.55078125,17876.94921875,17801.0,17856.5,17856.5,232000
2023-02-13,17859.099609375,17880.69921875,17719.75,17770.900390625,17770.900390625,231300
2023-02-14,17840.349609375,17954.55078125,17800.05078125,17929.849609375,17929.849609375,244500
2023-02-15,17896.599609375,18034.099609375,17853.80078125,18015.849609375,18015.849609375,229300
2023-02-16,18094.75,18134.75,18000.650390625,18035.849609375,18035.849609375,230200
2023-02-17,17974.849609375,18034.25,17884.599609375,17944.19921875,17944.19921875,208100
2023-02-20,17965.55078125,18004.349609375,17818.400390625,17844.599609375,17844.599609375,174600
2023-02-21,17905.80078125,17924.900390625,17800.30078125,17826.69921875,17826.69921875,198200
2023-02-22,17755.349609375,17772.5,17529.44921875,17554.30078125,17554.30078125,204000
2023-02-23,17574.650390625,17620.05078125,17455.400390625,17511.25,17511.25,240800
2023-02-24,17591.349609375,17599.75,17421.80078125,17465.80078125,17465.80078125,209400
2023-02-27,17428.599609375,17451.599609375,17299.0,17392.69921875,17392.69921875,246400
2023-02-28,17383.25,17440.44921875,17255.19921875,17303.94921875,17303.94921875,420900
2023-03-01,17360.099609375,17467.75,17345.25,17450.900390625,17450.900390625,272900
2023-03-02,17421.5,17445.80078125,17306.0,17321.900390625,17321.900390625,310700
2023-03-03,17451.25,17644.75,17427.69921875,17594.349609375,17594.349609375,356200
2023-03-06,17680.349609375,17799.94921875,17671.94921875,17711.44921875,17711.44921875,362800
2023-03-08,17665.75,17766.5,17602.25,17754.400390625,17754.400390625,267000
2023-03-09,17772.05078125,17772.349609375,17573.599609375,17589.599609375,17589.599609375,262400
2023-03-10,17443.80078125,17451.5,17324.349609375,17412.900390625,17412.900390625,235900
2023-03-13,17421.900390625,17529.900390625,17113.44921875,17154.30078125,17154.30078125,254900
2023-03-14,17160.55078125,17224.650390625,16987.099609375,17043.30078125,17043.30078125,290600
2023-03-15,17166.44921875,17211.349609375,16938.900390625,16972.150390625,16972.150390625,248200
2023-03-16,16994.650390625,17062.44921875,16850.150390625,16985.599609375,16985.599609375,349800
2023-03-17,17111.80078125,17145.80078125,16958.150390625,17100.05078125,17100.05078125,408100
2023-03-20,17066.599609375,17066.599609375,16828.349609375,16988.400390625,16988.400390625,241800
2023-03-21,17060.400390625,17127.69921875,17016.0,17107.5,17107.5,246700
2023-03-22,17177.44921875,17207.25,17107.849609375,17151.900390625,17151.900390625,0
2023-03-23,17097.400390625,17205.400390625,17045.30078125,17076.900390625,17076.900390625,219200
2023-03-24,17076.19921875,17109.44921875,16917.349609375,16945.05078125,16945.05078125,228000
2023-03-27,16984.30078125,17091.0,16918.55078125,16985.69921875,16985.69921875,218400
2023-03-28,17031.75,17061.75,16913.75,16951.69921875,16951.69921875,238800
2023-03-29,16977.30078125,17126.150390625,16940.599609375,17080.69921875,17080.69921875,345900
2023-03-31,17210.349609375,17381.599609375,17204.650390625,17359.75,17359.75,263900
2023-04-03,17427.94921875,17428.05078125,17312.75,17398.05078125,17398.05078125,230200
2023-04-05,17422.30078125,17570.55078125,17402.69921875,17557.05078125,17557.05078125,248300
2023-04-06,17533.849609375,17638.69921875,17502.849609375,17599.150390625,17599.150390625,242700
2023-04-10,17634.900390625,17694.099609375,17597.94921875,17624.05078125,17624.05078125,254800
2023-04-11,17704.80078125,17748.75,17655.150390625,17722.30078125,17722.30078125,304300
2023-04-12,17759.55078125,17825.75,17717.25,17812.400390625,17812.400390625,232800
2023-04-13,17807.30078125,17842.150390625,17729.650390625,17828.0,17828.0,285800
2023-04-17,17863.0,17863.0,17574.05078125,17706.849609375,17706.849609375,357400
2023-04-18,17766.599609375,17766.599609375,17610.19921875,17660.150390625,17660.150390625,258900
2023-04-19,17653.349609375,17666.150390625,17579.849609375,17618.75,17618.75,281500
2023-04-20,17638.599609375,17684.44921875,17584.349609375,17624.44921875,17624.44921875,215100
2023-04-21,17639.75,17663.19921875,17553.94921875,17624.05078125,17624.05078125,230200
2023-04-24,17707.55078125,17754.5,17612.5,17743.400390625,17743.400390625,255700
2023-04-25,17761.55078125,17807.44921875,17716.849609375,17769.25,17769.25,297400
2023-04-26,17767.30078125,17827.75,17711.19921875,17813.599609375,17813.599609375,233000
2023-04-27,17813.099609375,17931.599609375,17797.900390625,17915.05078125,17915.05078125,241400
2023-04-28,17950.400390625,18089.150390625,17885.30078125,18065.0,18065.0,290300
2023-05-02,18124.80078125,18180.25,18101.75,18147.650390625,18147.650390625,265200
2023-05-03,18113.80078125,18116.349609375,18042.400390625,18089.849609375,18089.849609375,226200
2023-05-04,18081.0,18267.44921875,18066.69921875,18255.80078125,18255.80078125,226600
2023-05-05,18117.30078125,18216.94921875,18055.44921875,18069.0,18069.0,239700
2023-05-08,18120.599609375,18286.94921875,18100.30078125,18264.400390625,18264.400390625,228400
2023-05-09,18303.400390625,18344.19921875,18229.650390625,18265.94921875,18265.94921875,245400
2023-05-10,18313.599609375,18326.75,18211.94921875,18315.099609375,18315.099609375,220500
2023-05-11,18357.80078125,18389.69921875,18270.400390625,18297.0,18297.0,248900
2023-05-12,18273.75,18342.75,18194.55078125,18314.80078125,18314.80078125,241700
2023-05-15,18339.30078125,18458.900390625,18287.900390625,18398.849609375,18398.849609375,216100
2023-05-16,18432.349609375,18432.349609375,18264.349609375,18286.5,18286.5,219500
